province,week,SARS-CoV-2 Test,SARS-CoV-2 Positive,Flu Test,A(H1)pdm09 Positive,date,A(H3) Positive,A(UnS) Positive,Total Flu A Positive,Total Flu B Positive,RSV Test,RSV Positive,HPIV Test,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,ADV Test,ADV Positive,HMPV Test,HMPV Positive,EV/RV Test,EV/RV Positive,HCoV Test,HCoV Positive
P.H.O.L. - Hamilton, 20,12,0,18,0,2024-05-18,3,0,0,0,18,0,18,0,0,0,0,2,18,2,18,1,18,1,18,1
P.H.O.L. - Kingston, 20,168,45,104,0,2024-05-18,0,0,0,0,104,0,50,0,0,0,0,2,50,0,50,8,50,9,50,1
P.H.O.L. - London, 20,266,47,243,1,2024-05-18,0,0,1,0,243,1,221,0,0,0,0,30,221,2,221,25,221,15,221,5
P.H.O.L. - Orillia, 20,20,11,19,0,2024-05-18,0,0,0,0,19,0,15,0,0,0,0,0,15,0,15,0,15,0,15,0
P.H.O.L. - Ottawa, 20,95,28,80,0,2024-05-18,0,0,0,0,80,0,79,0,0,0,0,11,79,1,79,7,79,4,79,0
P.H.O.L. - Peterborough, 20,64,4,90,0,2024-05-18,0,0,0,0,90,0,63,0,0,0,0,5,63,1,63,0,63,8,63,3
P.H.O.L. - Sault Ste. Marie, 20,15,7,16,0,2024-05-18,0,0,0,0,16,0,9,0,0,0,0,0,9,0,9,1,9,0,9,0
P.H.O.L. - Sudbury, 20,11,0,15,0,2024-05-18,0,0,0,0,15,0,13,0,0,0,0,6,13,0,13,1,13,0,13,2
P.H.O.L. - Thunder Bay, 20,26,5,24,0,2024-05-18,0,1,1,3,24,1,16,0,0,0,0,0,16,0,16,0,16,0,16,0
P.H.O.L. - Timmins, 20,19,0,35,0,2024-05-18,0,0,0,3,35,1,32,0,0,0,0,5,32,0,32,1,32,2,32,1
P.H.O.L. - Toronto, 20,278,85,809,1,2024-05-18,3,0,3,1,809,0,744,0,0,0,0,85,745,9,744,44,744,85,744,41
Prairies, 20,6260,492,4857,18,2024-05-18,6,5,32,134,4560,30,1188,3,2,92,1,0,1188,18,1148,8,1178,153,1197,28
Prince Edward Island, 20,87,4,83,0,2024-05-18,0,0,0,1,83,0,14,1,0,1,0,0,14,0,14,2,14,6,14,0
Province of Ontario, 20,5701,508,5170,3,2024-05-18,8,14,21,38,5170,14,3801,0,0,59,0,166,3802,31,3802,147,3802,274,2420,60
Province of Québec, 20,7115,438,7662,0,2024-05-18,0,26,26,275,5686,101,1522,0,2,66,2,0,1539,44,1521,62,N.C.,N.C.,1414,34
Québec-Chaudière-Appalaches, 20,1437,191,1389,0,2024-05-18,0,4,4,43,1342,39,592,0,0,12,1,0,609,13,592,26,N.C.,N.C.,484,7
Région Nord-Est, 20,1060,52,1048,0,2024-05-18,0,1,1,88,552,12,76,0,0,7,0,0,76,2,74,4,N.C.,N.C.,76,3
Saskatchewan, 20,1158,75,879,0,2024-05-18,0,5,5,31,774,11,351,1,0,34,0,0,351,8,351,4,351,65,351,6
Sault Area Hospital, 20,116,18,105,0,2024-05-18,1,0,1,0,105,0,86,0,0,3,0,0,86,0,86,7,86,7,86,0
Shared Hospital Laboratory, 20,1270,83,965,1,2024-05-18,1,0,2,5,965,1,958,0,0,0,0,15,958,8,959,13,959,29,959,6
Sick Kids Hospital - Toronto, 20,N.R.,N.R.,N.R.,N.R.,2024-05-18,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
St. Joseph's - Hamilton, 20,1434,52,1382,0,2024-05-18,0,8,8,19,1382,5,1382,0,0,52,0,0,1382,6,1382,36,1382,95,0,0
St. Joseph's - London, 20,472,30,308,0,2024-05-18,0,0,0,3,308,1,54,0,0,0,0,5,54,2,54,1,54,10,54,0
Territories, 20,232,12,194,0,2024-05-18,0,1,1,14,194,16,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,22,0,22,0,22,5,N.C.,N.C.
UHN / Mount Sinai Hospital, 20,914,62,639,0,2024-05-18,0,2,2,1,639,1,37,0,0,3,0,0,37,0,37,1,37,5,37,0
Yukon, 20,44,3,32,0,2024-05-18,0,0,0,4,32,1,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
