province,week,SARS-CoV-2 Test,SARS-CoV-2 Positive,Flu Test,A(H1)pdm09 Positive,date,A(H3) Positive,A(UnS) Positive,Total Flu A Positive,Total Flu B Positive,RSV Test,RSV Positive,HPIV Test,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,ADV Test,ADV Positive,HMPV Test,HMPV Positive,EV/RV Test,EV/RV Positive,HCoV Test,HCoV Positive
Northwest Territories, 49,56,4,55,23,2023-12-09,0,0,23,0,55,4,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,55,3,N.C.,N.C.
Nova Scotia, 49,1442,354,983,0,2023-12-09,0,48,48,1,864,90,17,0,0,0,0,0,17,1,17,0,17,2,17,0
Nunavut, 49,276,22,165,0,2023-12-09,3,65,68,0,165,10,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
Ouest du Québec, 49,1844,503,457,1,2023-12-09,0,35,36,0,454,66,23,0,0,0,1,0,23,2,23,1,N.C.,N.C.,23,0
P.H.O.L. - Hamilton, 49,325,110,230,5,2023-12-09,13,9,18,1,230,11,165,0,0,0,0,6,165,5,165,2,165,17,165,5
P.H.O.L. - Kingston, 49,225,85,116,2,2023-12-09,0,0,2,0,116,17,90,0,0,0,0,1,90,0,90,0,90,4,90,0
P.H.O.L. - London, 49,586,224,402,34,2023-12-09,1,0,21,1,402,41,319,0,0,0,0,9,319,3,319,1,319,17,319,0
P.H.O.L. - Orillia, 49,41,25,71,1,2023-12-09,0,0,1,0,71,8,57,0,0,0,0,1,57,1,57,0,57,3,57,0
P.H.O.L. - Ottawa, 49,396,144,276,28,2023-12-09,1,3,21,1,276,9,153,0,0,0,0,3,153,0,153,3,153,8,153,0
P.H.O.L. - Peterborough, 49,99,32,85,6,2023-12-09,4,0,5,1,85,17,59,0,0,0,0,2,59,3,59,0,59,7,59,0
P.H.O.L. - Sault Ste. Marie, 49,3,2,8,0,2023-12-09,0,0,0,0,8,0,8,0,0,0,0,0,8,1,8,0,8,0,8,0
P.H.O.L. - Sudbury, 49,33,16,46,4,2023-12-09,0,0,4,0,46,0,21,0,0,0,0,0,21,0,21,0,21,0,21,0
P.H.O.L. - Thunder Bay, 49,55,23,23,5,2023-12-09,0,1,6,0,23,2,17,0,0,0,0,2,17,0,17,1,17,0,17,0
P.H.O.L. - Timmins, 49,47,12,44,3,2023-12-09,1,0,4,0,44,8,35,0,0,0,0,1,35,0,35,0,35,1,35,0
P.H.O.L. - Toronto, 49,573,165,1046,49,2023-12-09,46,5,53,1,1046,74,976,0,0,0,0,32,977,12,976,14,976,60,976,9
Prairies, 49,12390,1543,9500,1051,2023-12-09,53,1115,2531,53,8798,397,1774,5,4,10,3,0,1774,26,1765,39,1766,100,1784,26
Prince Edward Island, 49,238,50,115,0,2023-12-09,0,4,4,0,115,8,19,0,0,0,0,0,19,0,19,0,19,5,19,0
Province of Ontario, 49,11648,2174,8462,200,2023-12-09,109,372,595,18,8461,626,6031,5,0,13,3,65,6032,70,6037,37,6037,272,4007,23
Province of Québec, 49,14149,3188,8130,1,2023-12-09,0,580,581,10,5927,653,1621,2,4,9,3,0,1640,61,1626,40,N.C.,N.C.,1510,24
Québec-Chaudière-Appalaches, 49,2239,464,1199,0,2023-12-09,0,68,68,3,1162,116,557,0,0,2,0,0,576,27,556,12,N.C.,N.C.,445,3
Région Nord-Est, 49,1920,347,1739,0,2023-12-09,0,143,143,1,668,82,121,0,1,1,0,0,121,11,119,4,N.C.,N.C.,121,3
Saskatchewan, 49,2876,363,2641,0,2023-12-09,0,811,811,19,2302,65,532,3,0,1,2,0,532,4,532,28,532,21,532,3
Sault Area Hospital, 49,241,41,125,12,2023-12-09,0,3,15,0,125,1,97,3,0,0,3,0,97,3,97,0,97,4,97,0
Shared Hospital Laboratory, 49,2239,320,1743,40,2023-12-09,38,14,92,6,1742,103,1722,0,0,0,0,8,1722,16,1728,3,1728,31,1728,7
Sick Kids Hospital - Toronto, 49,176,19,137,8,2023-12-09,4,0,12,0,137,21,137,2,0,1,0,0,137,4,137,3,137,22,137,1
St. Joseph's - Hamilton, 49,2307,316,2030,0,2023-12-09,0,173,173,4,2030,149,2030,0,0,12,0,0,2030,21,2030,10,2030,86,0,0
St. Joseph's - London, 49,1100,206,637,0,2023-12-09,0,33,33,0,637,73,56,0,0,0,0,0,56,1,56,0,56,5,56,0
Territories, 49,387,30,261,23,2023-12-09,3,65,97,0,261,17,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,55,3,N.C.,N.C.
UHN / Mount Sinai Hospital, 49,1462,156,659,3,2023-12-09,1,30,34,1,659,21,48,0,0,0,0,0,48,0,48,0,48,0,48,0
Yukon, 49,55,4,41,0,2023-12-09,0,0,6,0,41,3,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
