province,week,SARS-CoV-2 Test,SARS-CoV-2 Positive,Flu Test,A(H1)pdm09 Positive,date,A(H3) Positive,A(UnS) Positive,Total Flu A Positive,Total Flu B Positive,RSV Test,RSV Positive,HPIV Test,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,ADV Test,ADV Positive,HMPV Test,HMPV Positive,EV/RV Test,EV/RV Positive,HCoV Test,HCoV Positive
P.H.O.L. - London, 35,276,78,169,0,2023-09-03,0,0,0,1,169,0,129,0,0,0,0,7,129,0,129,0,129,17,129,0
P.H.O.L. - Orillia, 35,15,2,28,0,2023-09-03,0,0,0,0,28,1,27,0,0,0,0,1,27,0,27,0,27,5,27,0
P.H.O.L. - Ottawa, 35,289,115,163,1,2023-09-03,0,0,1,0,163,3,104,0,0,0,0,1,104,0,104,0,104,14,104,0
P.H.O.L. - Peterborough, 35,27,5,34,0,2023-09-03,0,0,0,0,34,0,31,0,0,0,0,0,31,0,31,0,31,14,31,0
P.H.O.L. - Sault Ste. Marie, 35,2,0,3,0,2023-09-03,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0
P.H.O.L. - Sudbury, 35,10,2,12,0,2023-09-03,0,0,0,0,12,0,11,0,0,0,0,0,11,0,11,0,11,4,11,0
P.H.O.L. - Thunder Bay, 35,42,9,21,0,2023-09-03,0,0,0,0,21,0,12,0,0,0,0,0,12,1,12,0,12,5,12,0
P.H.O.L. - Timmins, 35,11,0,6,0,2023-09-03,0,0,0,0,6,0,6,0,0,0,0,0,6,0,6,0,6,1,6,0
P.H.O.L. - Toronto, 35,569,80,728,7,2023-09-03,2,0,5,0,728,3,682,0,0,0,0,29,682,11,682,0,682,135,682,3
Prairies, 35,2126,220,2719,3,2023-09-03,3,3,9,0,2636,7,670,2,3,1,3,0,670,22,567,1,658,99,693,5
Prince Edward Island, 35,109,13,9,0,2023-09-03,0,0,0,0,9,0,7,0,0,0,0,0,7,1,7,0,7,2,7,0
Province of Ontario, 35,5644,728,4200,10,2023-09-03,5,4,15,4,4200,33,3275,0,0,6,0,55,3275,27,3278,7,3278,347,2101,3
Province of Québec, 35,9358,1525,3324,0,2023-09-03,0,8,8,5,2526,29,832,13,3,3,11,0,836,22,833,11,N.C.,N.C.,832,4
Québec-Chaudière-Appalaches, 35,1582,226,401,0,2023-09-03,0,1,1,1,401,7,186,1,0,0,1,0,190,12,186,2,N.C.,N.C.,186,0
Région Nord-Est, 35,1158,149,827,0,2023-09-03,0,0,0,0,145,1,48,1,1,0,4,0,48,1,48,3,N.C.,N.C.,48,0
Saskatchewan, 35,982,66,422,0,2023-09-03,0,1,1,0,412,1,153,1,2,0,0,0,153,7,153,1,153,28,153,2
Sault Area Hospital, 35,47,3,37,0,2023-09-03,0,0,0,0,37,0,37,0,0,0,0,0,37,0,37,0,37,7,47,0
Shared Hospital Laboratory, 35,863,69,863,1,2023-09-03,3,0,4,0,863,13,861,0,0,0,0,9,861,8,864,3,864,52,864,0
St. Joseph's - Hamilton, 35,1354,111,1187,0,2023-09-03,0,3,3,2,1187,3,1187,0,0,4,0,0,1187,6,1187,4,1187,67,0,0
St. Joseph's - London, 35,N.R.,N.R.,N.R.,N.R.,2023-09-03,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
Territories, 35,N.R.,N.R.,N.R.,N.R.,2023-09-03,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
UHN / Mount Sinai Hospital, 35,797,39,405,0,2023-09-03,0,1,1,1,405,1,19,0,0,2,0,0,19,0,19,0,19,0,19,0
Yukon, 35,N.R.,N.R.,N.R.,N.R.,2023-09-03,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
