province,week,SARS-CoV-2 Test,SARS-CoV-2 Positive,Flu Test,A(H1)pdm09 Positive,date,A(H3) Positive,A(UnS) Positive,Total Flu A Positive,Total Flu B Positive,RSV Test,RSV Positive,HPIV Test,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,ADV Test,ADV Positive,HMPV Test,HMPV Positive,EV/RV Test,EV/RV Positive,HCoV Test,HCoV Positive
P.H.O.L. - Peterborough, 16,67,19,80,0,2024-04-20,0,0,0,1,80,0,58,0,0,0,0,11,58,1,58,4,58,3,58,1
P.H.O.L. - Sault Ste. Marie, 16,23,0,34,0,2024-04-20,0,0,0,1,34,0,21,0,0,0,0,5,21,0,21,0,21,1,21,2
P.H.O.L. - Sudbury, 16,29,4,39,0,2024-04-20,0,0,0,0,39,0,35,0,0,0,0,1,35,0,35,3,35,8,35,2
P.H.O.L. - Thunder Bay, 16,44,14,34,0,2024-04-20,1,0,1,6,34,0,28,0,0,0,0,3,28,0,28,0,28,4,28,1
P.H.O.L. - Timmins, 16,19,2,25,1,2024-04-20,0,0,1,3,25,0,23,0,0,0,0,2,23,0,23,0,23,1,23,2
P.H.O.L. - Toronto, 16,325,30,874,12,2024-04-20,5,14,24,8,874,2,816,0,0,0,0,89,816,9,816,76,816,80,816,69
Prairies, 16,6104,320,5904,4,2024-04-20,12,15,37,361,5553,88,1484,4,0,80,0,0,1484,17,1403,18,1465,138,1485,81
Prince Edward Island, 16,108,5,98,0,2024-04-20,0,0,0,6,98,1,14,0,0,3,0,0,14,0,14,0,14,5,14,0
Province of Ontario, 16,6469,298,5976,25,2024-04-20,19,62,95,140,5976,40,4269,2,0,80,0,160,4269,42,4271,250,4271,334,2807,146
Province of Québec, 16,7921,189,8607,0,2024-04-20,0,91,91,597,6112,148,1600,0,0,50,1,0,1617,36,1600,120,N.C.,N.C.,1443,63
Québec-Chaudière-Appalaches, 16,1283,44,1599,0,2024-04-20,0,13,13,140,1508,33,651,0,0,5,0,0,668,11,651,43,N.C.,N.C.,494,30
Région Nord-Est, 16,1251,29,1294,0,2024-04-20,0,0,0,136,645,21,99,0,0,5,0,0,99,4,95,10,N.C.,N.C.,99,7
Saskatchewan, 16,1347,50,980,0,2024-04-20,0,4,4,75,816,33,335,0,0,29,0,0,335,5,335,9,335,30,335,28
Sault Area Hospital, 16,142,16,121,0,2024-04-20,4,1,5,1,121,0,106,1,0,7,0,0,106,0,106,11,106,14,106,2
Shared Hospital Laboratory, 16,1317,43,971,3,2024-04-20,6,1,10,17,971,1,969,0,0,0,0,14,969,6,971,27,971,46,971,11
Sick Kids Hospital - Toronto, 16,96,1,87,1,2024-04-20,0,0,1,8,87,0,87,0,0,1,0,0,87,1,87,5,87,34,87,2
St. Joseph's - Hamilton, 16,1502,31,1460,0,2024-04-20,0,16,16,50,1460,11,1460,0,0,68,0,0,1460,14,1460,75,1460,95,0,0
St. Joseph's - London, 16,589,9,477,0,2024-04-20,0,11,11,7,477,5,69,0,0,0,0,1,69,4,69,4,69,7,65,5
Territories, 16,234,13,191,0,2024-04-20,0,0,0,14,191,17,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,28,1,28,0,28,6,N.C.,N.C.
UHN / Mount Sinai Hospital, 16,870,28,659,0,2024-04-20,0,7,7,3,659,3,82,0,0,2,0,0,82,0,82,0,82,4,82,0
Yukon, 16,41,0,27,0,2024-04-20,0,0,0,3,27,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.
